Название,"Цена, руб.",Год выпуска,"Пробег, км.",Кузов,Цвет,"Объем двигателя, л.","Мощность двигателя, л/с",Двигатель,"Налог, руб.",Коробка передач,Привод,Руль,Состояние,Число владельцев,ПТС,Таможня,URL адрес 
Kia Ceed II,740000,2014,64000,универсал 5 дв.,серебристый,1.6,129,Бензин,4515,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1104038177-d5e48ade/
Kia Ceed II Рестайлинг,1180000,2017,50000,универсал 5 дв.,белый,1.6,135,Бензин,4725,роботизированная,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1101827477-895838d7/
Kia Ceed II Рестайлинг,755000,2015,121000,хэтчбек 5 дв.,синий,1.6,130,Бензин,4550,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1102237218-4fabbdb0/
Kia Ceed II Рестайлинг,1050000,2017,52000,хэтчбек 5 дв.,серебристый,1.6,135,Бензин,4725,роботизированная,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103978894-649ed8ac/
Kia Ceed II Рестайлинг,970000,2018,50000,хэтчбек 5 дв.,синий,1.6,130,Бензин,4550,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1102620468-8523680c/
Kia Ceed II,745000,2013,83000,хэтчбек 5 дв.,серебристый,1.6,129,Бензин,4515,автоматическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103471288-d5298547/
Kia Ceed II Рестайлинг,836000,2017,109588,хэтчбек 5 дв.,серебристый,1.6,130,Бензин,4550,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103670442-8fad2d7f/
Kia Ceed II Рестайлинг,850000,2016,73000,универсал 5 дв.,белый,1.6,130,Бензин,4550,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103072298-44fcb596/
Kia Ceed II Рестайлинг,870000,2015,92840,универсал 5 дв.,чёрный,1.6,130,Бензин,4550,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103918743-2665b62b/
Kia Ceed II,740000,2012,79911,хэтчбек 5 дв.,коричневый,1.6,129,Бензин,4515,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103058420-0a1b61cb/
Kia Ceed I,429000,2009,95000,хэтчбек 3 дв.,голубой,1.6,122,Бензин,3050,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1087139233-07271b55/
Kia Ceed III,1200000,2019,62000,универсал 5 дв.,чёрный,1.6,128,Бензин,4480,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1102561141-cddc65e4/
Kia Ceed I,265000,2008,178000,хэтчбек 3 дв.,синий,1.4,109,Бензин,2725,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103701731-ad99686f/
,,2009,170000,хэтчбек 5 дв.,синий,1.6,122,Бензин,4148,механическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103946318-455f5706/
Kia Ceed II Рестайлинг,820000,2015,94000,хэтчбек 3 дв.,серый,1.6,130,Бензин,4550,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103817603-516597d2/
Kia Ceed I,550000,2009,90150,хэтчбек 3 дв.,серый,1.6,122,Бензин,3050,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103899061-225701da/
Kia Ceed III,1700000,2020,30000,универсал 5 дв.,белый,1.6,128,Бензин,4480,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1101080497-c4bed36c/
Kia Ceed II Рестайлинг,1250000,2016,70000,хэтчбек 3 дв.,серый,1.6,130,Бензин,4550,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103821338-dcaa0b47/
Kia Ceed I,399000,2008,124000,хэтчбек 5 дв.,красный,1.6,115,Дизель,2875,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103669555-6e154f62/
Kia Ceed I Рестайлинг,580000,2010,128000,универсал 5 дв.,серый,1.6,122,Бензин,3050,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1104014485-c7b263eb/
Kia Ceed II Рестайлинг,955000,2016,6796,хэтчбек 5 дв.,чёрный,1.6,130,Бензин,4550,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103683132-d17c5cfd/
Kia Ceed I Рестайлинг,555000,2011,156000,универсал 5 дв.,белый,1.6,122,Бензин,3050,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103920382-663ad879/
Kia Ceed II Рестайлинг,880000,2016,24000,хэтчбек 5 дв.,белый,1.4,100,Бензин,1200,механическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1099613598-05afd138/
Kia Ceed I Рестайлинг,460000,2011,184000,универсал 5 дв.,синий,1.6,125,Бензин,3125,механическая,передний,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1104025553-230fa054/
Kia Ceed II Рестайлинг,470000,2015,256000,универсал 5 дв.,белый,1.4,100,Бензин,1200,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1104032894-e1a378d0/
Kia Ceed I Рестайлинг,765000,2012,63000,универсал 5 дв.,серебристый,1.6,125,Бензин,3125,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103979730-8c541b2f/
Kia Ceed II,750000,2014,78000,хэтчбек 5 дв.,чёрный,1.6,129,Бензин,4515,механическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103363680-841d178d/
Kia Ceed I,555000,2008,128000,хэтчбек 5 дв.,серый,1.6,122,Бензин,3050,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103968179-37a329fa/
Kia Ceed I Рестайлинг,530000,2012,121000,универсал 5 дв.,бежевый,1.6,125,Бензин,3125,автоматическая,передний,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103651765-50dd9c84/
Kia Ceed I Рестайлинг,570000,2011,125753,универсал 5 дв.,серебристый,1.6,122,Бензин,3050,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103910922-7375fc64/
Kia Ceed II Рестайлинг,1040000,2018,81000,хэтчбек 5 дв.,чёрный,1.6,130,Бензин,4550,автоматическая,передний,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103715833-d0b57ee3/
Kia Ceed II,790000,2014,140000,хэтчбек 3 дв.,оранжевый,1.6,129,Бензин,4515,автоматическая,передний,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/kia/ceed/1103572751-5e6769fc/
