Название,"Цена, руб.",Год выпуска,"Пробег, км.",Кузов,Цвет,"Объем двигателя, л.","Мощность двигателя, л/с",Двигатель,"Налог, руб.",Коробка передач,Руль,Состояние,Число владельцев,ПТС,Таможня,URL адрес
Mazda 6 III (GJ),1099000,2013,172000,седан,белый,2.0,150,Бензин,5100,автоматическая,Левый,Не требует ремонта,2 владельца,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1102779969-6c4be544/

Mazda 6 II (GH) Рестайлинг,500000,2010,168500,седан,белый,1.8,120,Бензин,4080,механическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103600954-4e0b3b88/

Mazda 6 I (GG),367000,2004,178000,лифтбек,синий,1.8,120,Бензин,2400,механическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103320542-f501eb02/

Mazda 6 I (GG),187000,2003,205000,седан,красный,2.3,166,Бензин,8300,механическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1102419818-bca711d5/

Mazda 6 I (GG),265000,2004,219000,седан,синий,1.8,120,Бензин,4080,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1087355596-b5dba0e3/

Mazda 6 I (GG),280000,2003,203033,седан,синий,2.3,166,Бензин,6640,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103041718-781e9ae0/

Mazda 6 II (GH),600000,2008,238000,лифтбек,красный,1.8,120,Бензин,4080,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103248426-396a3b7d/

Mazda 6 I (GG) Рестайлинг,340000,2007,202511,лифтбек,серый,1.8,120,Бензин,4080,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103333756-2973ecf3/

Mazda 6 II (GH),480000,2008,294000,лифтбек,фиолетовый,1.8,120,Бензин,4080,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103323460-e7caec25/

Mazda 6 I (GG),250000,2004,247000,лифтбек,серый,2.0,141,Бензин,4794,механическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103692038-7d64b7dc/

Mazda 6 II (GH),480000,2008,170000,лифтбек,серебристый,1.8,120,Бензин,4080,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1102980906-9f71dbb7/

Mazda 6 I (GG),270000,2005,177000,седан,золотистый,2.0,141,Бензин,4935,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103435273-80a4da95/

Mazda 6 I (GG),240000,2005,268000,седан,серебристый,1.8,120,Бензин,4080,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1102940427-69b29729/

Mazda 6 I (GG) Рестайлинг,500000,2006,245000,седан,фиолетовый,2.0,147,Бензин,4998,механическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103182642-81b2c05d/

Mazda 6 I (GG),290000,2005,207000,седан,серебристый,2.0,141,Бензин,4794,автоматическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103265050-b4f3938c/

Mazda 6 I (GG) Рестайлинг,270000,2005,195000,седан,белый,2.3,166,Бензин,7470,автоматическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1096790570-1352aa42/

Mazda 6 I (GG),290000,2004,105000,седан,синий,1.8,120,Бензин,4080,механическая,Левый,Не требует ремонта,3 или более,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1066260512-1d5617e3/

Mazda 6 I (GG),235000,2004,270000,седан,чёрный,1.8,120,Бензин,3504,механическая,Левый,Не требует ремонта,3 или более,Дубликат,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1096225150-de8e0f3c/

Mazda 6 I (GG) Рестайлинг,250000,2006,220000,седан,серебристый,1.8,120,Бензин,2520,механическая,Левый,Не требует ремонта,2 владельца,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1098054866-7454c9ac/

Mazda 6 III (GJ) Рестайлинг,1720000,2016,62000,седан,чёрный,2.5,192,Бензин,9408,автоматическая,Левый,Не требует ремонта,1 владелец,Оригинал,Растаможен,https://auto.ru/cars/used/sale/mazda/6/1103312363-ba093a77/

